durablefishingrod;Durable Fishing Rod
floorpipe2;Floor Pipe (2)
floorpipe3;Floor Pipe (3)
steamboiler1;Small Steam Boiler
steamboiler2;Medium Steam Boiler
steamboiler3;Large Steam Boiler
steamclock;Steam Clock Face
steamspringbed;Steamspring Bed
steamspringchair;Steamspring Chair
steamspringdoor;Steamspring Door
steamspringlamp;Steamspring Lamp
steamspringtable;Steamspring Table
cavebed;Rock Bed
cavechair;Rock Chair
cavelamp;Stalactite Lamp
ceilingstalactite1;Rock Stalactite (1)
ceilingstalactite2;Rock Stalactite (2)
ceilingstalactite3;Rock Stalactite (3)
ceilingstalactite4;Rock Stalactite (4)
ceilingstalactite5;Rock Stalactite (5)
gasprimer;Root (1)
rootbush1;Root (2)
rootbush2;Root (3)
rootbush3;Root (4)
rootbush4;Root (5)
rootbush5;Root (6)
swamproot1;Root (7)
swamproot2;Root (8)
swamproot3;Root (9)
swamproot4;Root (10)
swamproot5;Root (11)
toxicgasprimer;Root (12)
swampbed;Swamp Bed
swampchair;Swamp Chair
swampchest;Swamp Chest
swamptable;Swamp Table
swampybed;Swamp Cot
tarbed;Tar Bed
tarchair;Tar Chair
tarconsole;Tar Console
tarcrystal1;Tar Shard (1)
tarcrystal2;Tar Shard (2)
tarcrystal3;Tar Shard (3)
tarcrystal4;Tar Shard (4)
tarcrystal5;Tar Shard (5)
tardoor;Tar Door
tarlight;Tar Lantern
tarman;Tarman
tarpitchest;Tarpit Chest
bosstentacle;Boss Tentacle
litorgans;Lit Organs
organictorch;Organic Torch
rightorgans;Right Organs
bossrightspawner;Boss Right Spawner
tentacleegg;Tentacle Monster Egg
tentaclepart1;Tentacle part (1)
tentaclepart2;Tentacle part (2)
tentaclepart3;Tentacle part (3)
tentaclepopbig;Large Tentacle Capsule
tentaclepopmed;Medium Tentacle Capsule (1)
tentaclepopsmall;Medium Tentacle Capsule (2)
tentaclespawner1;Tentacle Egg
tentaclespike;Tentacle Spike
toxicchair;Toxic Chair
toxicchest;Toxic Chest
toxiclamp1;Toxic Lamp
toxiclamp2;Hanging Toxic Lamp
toxicoshroom1;Toxic Glowing Oshroom (1)
toxicoshroom2;Toxic Glowing Oshroom (2)
toxicoshroom3;Toxic Glowing Oshroom (3)
toxicoshroom4;Toxic Glowing Oshroom (4)
toxicoshroom5;Toxic Glowing Oshroom (5)
toxictable;Toxic Table
smokegen;Smoke (1)
smokeprimer;Smoke (2)
protectoratesmokegen;Smoke (3)
protectoratesmokeprimer;Smoke (4)
smokemachine;Smoke Machine
volcanicchest;Volcanic Chest
volcanictrap;Natural Volcanic Geyser
zenrock1;Zen Rock (1)
zenrock2;Zen Rock (2)
zenrock3;Zen Rock (3)
zenrock4;Zen Rock (4)
zenrock5;Zen Rock (5)
devstatuegeorge;GeorgeV Dev Statue
tallchair;Tall Chair
ashsprite;Ashsprite
aurorabee;Aurorabee
blueback;Blueback
brightstripe;Brightstripe
butterbee;Butterbee
cinderfly;Cinderfly
dewhopper;Dewhopper
driftbell;Driftbell
dustmoth;Dustmoth
fawnfly;Fawnfly
fireygiant;Fireygiant
flameroach;Flameroach
frostfleck;Frostfleck
frostfly;Frostfly
gasgiant;Gasgiant
glowbug;Glowbug
goldbuck;Goldbuck
greentip;Greentip
heathugger;Heathugger
hivehog;Hivehog
icetip;Icetip
lavahopper;Lavahopper
muddancer;Muddancer
mudstag;Mudstag
orphanfly;Orphanfly
phoenixfly;Phoenixfly
polarmoth;Polarmoth
redwing;Redwing
sandclown;Sandclown
scuttleploom;Scuttleploom
seahornet;Seahornet
shadowmoth;Shadowmoth
shardwing;Shardwing
shellcreep;Shellcreep
snowskater;Snowskater
stinkjack;Stinkjack
sunskipper;Sunskipper
thornbee;Thornbee
tidefly;Tidefly
vineclimber;Vineclimber
wavebird;Wavebird
xenofly;Xenofly
bigapedoll;Big Ape Doll
bigapetargetmap;Big Ape Target Map
minidronerack;Minidrone Intel Rack
miniknogintel1;Miniknog Intel Display
miniknognewspaper;Miniknog Newspaper
kluexmap1;Kluex Treasure Map
kluexmural1;Kluex World Mural
kluexmural2;Kluex Gift Mural
kluexstatue1;Kluex Winged Statue
kluexstatue2;Kluex Serpentine Statue
championspeardisplay;Champion's Spear Display
floranhunterpainting;Primitive Hunter Art
floranspinneret;Spinneret Trophy
floranwebbing;Web Rack
ixolingpike;Ixoling Pike
glitchbaronfigure;Glitch Statuette
glitchchess;Themed Chess Table
glitchdecree;Royal Decree
glitchhorndisplay;Mounted Horn Banner
glitchscribe;Scribe's Desk
hylotllibraryposter1;Vintage Library Poster
hylotlmusicbox;Decorated Music Box
librarycodex;Ancient Library Codex
librarymodel;Hylotl Library Model
pagodaaquarium;Pagoda Aquarium
3dprinter;Pixel Printer
campfire;Campfire
capturestation;Pet Station
fossilstation;Fossil Station
ironanvil;Iron Anvil
ironcraftingtable;Iron Crafting Table
mechcraftingtable;Mech Part Crafting Table
pethealingstation;Pet Healing Station
pixelcompressor;Pixel Compressor
railcraftingtable;Rail Crafting Table
refinery;Refinery
craftinganvil;Anvil
acceleratoraddon;Accelerator Addon
manipulatoraddon;Manipulator Addon
separatoraddon;Separator Addon
craftingfarm;Foraging Table
craftingfurnace;Primitive Furnace
craftingfurniture;Wooden Workbench
craftingmedical;Apothecary
craftingwheel;Spinning Wheel
inventorstable;Inventor's Table
wiringstation;Wiring Station
woodencookingtable;Kitchen Counter
automatoseed;Automato Seed (1)
wildautomatoseed;Automato Seed (2)
avesmingoseed;Avesmingo Seed (1)
wildavesmingoseed;Avesmingo Seed (2)
bananaseed;Banana Seed (1)
wildbananaseed;Banana Seed (2)
beakseedseed;Beakseed Seed (1)
wildbeakseedseed;Beakseed Seed (2)
boltbulbseed;Boltbulb Seed (1)
wildboltbulbseed;Boltbulb Seed (2)
bonebooseed;Boneboo Seed (1)
wildbonebooseed;Boneboo Seed (2)
carrotseed;Carrot Seed (1)
wildcarrotseed;Carrot Seed (2)
chiliseed;Chilli Seed (1)
wildchiliseed;Chilli Seed (2)
cocoaseed;Cocoa Seed (1)
wildcocoaseed;Cocoa Seed (2)
coffeeseed;Coffee Seed (1)
wildcoffeeseed;Coffee Seed (2)
coralcreepseed;Coralcreep Seed (1)
wildcoralcreepseed;Coralcreep Seed (2)
cornseed;Corn Seed (1)
wildcornseed;Corn Seed (2)
cottonseed;Cotton Seed (1)
wildcottonseed;Cotton Seed (2)
crystalplantseed;Crystal Plant Seed (1)
wildcrystalplantseed;Crystal Plant Seed (2)
currentcornseed;Currentcorn Seed (1)
wildcurrentcornseed;Currentcorn Seed (2)
diodiaseed;Diodia Seed (1)
wilddiodiaseed;Diodia Seed (2)
dirturchinseed;Dirturchin Seed (1)
wilddirturchinseed;Dirturchin Seed (2)
electricfluffaloegg;Electric Fluffalo Egg
firefluffaloegg;Fire Fluffalo Egg
fluffaloegg;Fluffalo Egg
icefluffaloegg;Ice Fluffalo Egg
poisonfluffaloegg;Poison Fluffalo Egg
henegg;Hen Egg
mooshiegg;Mooshi Egg
robothenegg;Robot Hen Egg
eggshootseed;Eggshoot Seed (1)
wildeggshootseed;Eggshoot Seed (2)
feathercrownseed;Feathercrown Seed (1)
wildfeathercrownseed;Feathercrown Seed (2)
flowerblue;Blue Flower
flowerred;Red Flower
flowerspring;Spring Flower Seeds
floweryellow;Yellow Flower
grapesseed;Grape Seed (1)
wildgrapesseed;Grape Seed (2)
kiwiseed;Kiwi Seed (1)
wildkiwiseed;Kiwi Seed (2)
mothtrap;Moth Trap
mushroomseed;Mushroom Seed
neonmelonseed;Neonmelon Seed (1)
wildneonmelonseed;Neonmelon Seed (2)
oculemonseed;Oculemon Seed (1)
wildoculemonseed;Oculemon Seed (2)
pearlpeaseed;Pearlpea Seed (1)
wildpearlpeaseed;Pearlpea Seed (2)
pineappleseed;Pineapple Seed (1)
wildpineappleseed;Pineapple Seed (2)
potatoseed;Potato Seed (1)
wildpotatoseed;Potato Seed (2)
pussplumseed;Pussplum Seed (1)
wildpussplumseed;Pussplum Seed (2)
reefpodseed;Reefpod Seed (1)
wildreefpodseed;Reefpod Seed (2)
riceseed;Rice Seed (1)
wildriceseed;Rice Seed (2)
sugarcaneseed;Sugarcane Seed (1)
wildsugarcaneseed;Sugarcane Seed (2)
thornplant;Thorny Plant
tomatoseed;Tomato Seed (1)
wildtomatoseed;Tomato Seed (2)
toxictopseed;Toxictop Seed (1)
wildtoxictopseed;Toxictop Seed (2)
wartweedseed;Wartweed Seed (1)
wildwartweedseed;Wartweed Seed (2)
wheatseed;Wheat Seed (1)
wildwheatseed;Wheat Seed (2)
agaranmushroom;Giant Agaran Mushroom
bamboodoor;Bamboo Door (1)
huntingdoor1;Bamboo Door (2)
chestfloran1;Small Primitive Chest
chestfloran2;Large Primitive Chest
chestplant1;Small Overgrown Chest
floranarmchair;Primitive Armchair
floranbed;Primitive Bed
floranbench;Primitive Bench
floranbonedisplay1;Bone Trophy (1)
fudragontrophy;Bone Trophy (2)
floranbonedisplay2;Bone Carving
floranbonerack;Bone Rack
floranbonestool;Primitive Stool
floranbonetable1;Large Primitive Table
floranbonetable2;Short Primitive Table
floranbookcase;Primitive Bookcase
florancabinet1;Large Primitive Cabinet
florancabinet2;Small Primitive Cabinet
florancabinet3;Huge Primitive Cabinet
floranceilingbones1;Large Bone Chimes
floranceilingbones2;Small Bone Chimes
floranchair;Primitive Chair
floranchandelier;Primitive Chandelier
florancorner;Leather Support
florancouch;Primitive Couch
florancrate;Primitive Crate
florancurtain;Primitive Curtain
florandesk;Primitive Desk
florandoor;Primitive Door
florandrum1;Medium Bongo
florandrum2;Large Bongo
florandrum3;Small Bongo
florandrum4;Tiny Bongo
giantfloranpod;Giant Fungal Pod
floranlamp1;Vine Pod Lamp
floranlight;Vine Wall Light
floranopenpod1;Open Fungal Pod (1)
floranopenpod2;Open Fungal Pod (2)
floranpainting1;Primitive Fire Art
floranpainting2;Primitive Glyph Art
floranpainting3;Primitive Chart Art
floranpainting4;Primitive Leaf Painting
floranpainting5;Primitive Abstract Art
floranpelt1;Large Brown Pelt
floranpelt2;Small Black Pelt
floranpelt3;Long Black Pelt
floranpelt4;Large Snowy Pelt
floranpelt5;Small Snowy Pelt
floranpod1;Fungal Pod (1)
floranpod2;Fungal Pod (2)
floranpod3;Fungal Pod (3)
floranpodapex;Trapped Apex Pod
floranscreen1;Wooden Dressing Screen
floranscreen2;Leather Dressing Screen
floranshelf;Primitive Shelf
floransmalltable;Small Primitive Table
floranstoragelocker;Floran Storage Locker
floranstove;Primitive Stove
florantable1;Primitive Table
florantable2;Primitive Countertop
florantanningrack;Primitive Tanning Rack
florantoilet;Primitive Toilet
huntingbench;Crude Bench
huntingbigstatue;Large Floran Statue
huntingdisplay1;Spear on a Plaque
huntingdisplay2;Empty Plaque
huntinggroundtorch;Sturdy Torch Stand
huntinglight1;Large Vine Lights
huntinglight2;Small Vine Lights
huntinglight3;Vine Pod Light
huntingpike1;Bones on a Pike
huntingpike2;Skull on a Pike
huntingpike3;Penguin Bones Pike
huntingplatform1;Raised Platform
huntingplatform2;Ramped Platform
huntingplatformleaves;Leaf Bundle
huntingplatformrocks;Arrow Etched Rocks
huntingpressureplate;Hunting Pressure Plate
huntingpunjisticks1;Large Sharp Sticks
huntingpunjisticks2;Small Sharp Sticks
huntingrail1;Crooked Bone Railing
huntingrail2;Crooked Pike Railing
huntingstatue;Floran Statue
huntingtrophy1;Round Mounted Skull
huntingtrophy2;Shield Mounted Skull
huntingtrophy3;Cross Mounted Skull
huntingweaponrack1;Hunting Weapon Rack
huntingweaponrack2;Empty Weapon Rack
plantbed1;Plant Bedroll
plantbed2;Plant Wall Bunk
plantbed3;Wheeled Bed
plantbed4;Covered Plant Bedroll
plantbiolight;Organic Biolight
plantbrokencage;Broken Wooden Cage
plantcabinet1;Small Cabinet
plantcabinet2;Large Cabinet
plantcage1;Large Wooden Cage
plantcage2;Small Wooden Cage
plantcage3;Suspended Wooden Cage
plantchair;Overgrown Chair
plantdesklamp;Organic Desk Lamp
plantdoor1;Vine Door
plantdoor2;Retractable Wooden Gate
plantdrysapdispenser;Drysap Dispenser
plantgeyser1;Large Overgrown Geyser
plantgeyser2;Small Overgrown Geyser
plantlog;Sitting Log
plantorb;Glowing Orb
plantpanel;Small Wooden Console
plantplatform1;Large Wooden Scaffolding
plantplatform2;Large Wooden Staging
plantrack;Interrogation Rack
plantshelf;Empty Shelf
planttorch;Plant Torch
planttorturedevice;Torture Device
planturn1;Wide Urn
planturn2;Thin Urn
planturn3;Small Urn
plantvinetable;Overgrown Table
plantvolcano1;Small Volcanic Geyser
plantvolcano2;Large Volcanic Geyser
plantvolcano3;Wide Volcanic Geyser
plantvolcano4;Tall Volcanic Geyser
plantvolcano5;Short Volcanic Geyser
dirtyfossil1;Fossil (1)
dirtyfossil2;Fossil (2)
dirtyfossil3;Fossil (3)
dirtyfossil4;Fossil (4)
dirtyfossil5;Fossil (5)
dirtyfossil6;Fossil (6)
dirtyfossil7;Fossil (7)
dirtyfossil8;Fossil (8)
fossildisplay1;Small Fossil Display
fossildisplay3;Medium Fossil Display
fossildisplay5;Large Fossil Display
humangenerator;Shield Generator (1)
shieldgenerator;Shield Generator (2)
referencegenerator;Shield Generator (3)
altar1;Stone Altar
arcadegameclosed;Closed Mazebound64
arcadegame;Mazebound64
arcademachine;Arcade Machine
bardoor;Iron Bar Door
barvent;Barred Vent
biohazardsign;Biohazard Sign
birdsnest;Bird's Nest
bluelight;Blue Light
box1;Wooden Crate (1)
woodencrate1;Wooden Crate (2)
box2;Secure Wooden Crate
burningcoals;Burning Coals
butterflybush;Butterfly Bush
cactiflowerpot;Cactus Pot
capsulebig;Large Capsule
capsulemed;Medium Capsule
capsulesmall;Small Capsule
capsulespace;Surface-Mounted Capsule
carbed;Car Bed
cardboard1;Upright Cardboard Box
cardboard2;Cardboard Box
cardboard3;Open Cardboard Box
largecooler1;Large Cooler
claypot1;Small Clay Pot
claypot2;Unusual Clay Pot
claypot3;Wide Clay Pot
copperbox1;Copper Crate
copperceilinglight;Copper Ceiling Light
copperlantern;Copper Oil Lantern
coppershelf;Copper Wall Shelf
coppersupport;Copper Support
cropshipper;Terramart Shipments
cultistaltar;Cultist Altar
datastation;Data Station
durasteelelevatorlong;Long Durasteel Elevator
durasteelelevatorshort;Short Durasteel Elevator
eggchair;Egg Chair
electricdoor;Electrical Barrier
electriclight;Electric Light
fairylights;Yellow Fairy Lights
fireflowerpot;Fiery Flower
fireflybush;Firefly Bush
flagapex;Apex Flag
flagavian;Avian Flag
flagfloran;Floran Flag
flagglitch;Glitch Flag
flaghuman;Human Flag
flaghylotl;Hylotl Flag
flagnovakid;Novakid Flag
floodlights;Floodlights
flickeringfluorescentlight;Damaged Fluorescent Light
fluorescentlight;Fluorescent Light
fossilpod;Fossil Pod
fountain1;Tiered Stone Fountain
fountain2;Stone Fountain
frogmerchant;Frog Merchant
frogstatue;Frog Statue
futurelight;Cheap Light
gunchest;Gun Chest
hazardmicroscope;Hazard Microscope
helpme;Help Me Sign
invisiblelight;Ship Light (1)
shiplight;Ship Light (2)
apexshiplight;Ship Light (3)
invisiblesparker;Invisible Sparker
ironbed;Sharp Bed
irondoor;Sharp Door
ironlight;Sharp Light
ironswitch;Sharp Console
irontable;Sharp Table
irontoilet;Sharp Toilet
kennel;Kennel
lightbulb;Flickering Lightbulb
locker1;Tall Locker
locker2;Flat Locker
loudspeaker;Loudspeakers
mannequin;Mannequin
markergroundplaque;Commemorative Marker
markerwallplaque1;Iron Plaque
markerwallplaque2;Polished Stone Plaque
markerwallplaque3;Golden Plaque
mechanicalelevatorlong;Long Mechanical Elevator
mechanicalelevatorshort;Short Mechanical Elevator
mechassemblystation;Mech Assembly Station
mechbeacon;Landing Beacon
metalbarrel1;Metal Barrel
metalbarrel2;Radioactive Barrel (1)
metalbarrel2b;Radioactive Barrel (2)
basicmetalchair;Basic Metal Chair
minifridge;Mini Fridge
miningsupplies;Mining Supplies Crate
modernchair;Modern Chair
moderntable;Modern Table
nanostove;Nanostove
oillantern1;Oil Lantern
oillanterntall;Standing Oil Lamp
perfectlygenericitem;Perfectly Generic Item
pethouse;Pet House
pillar1;Stone Pillar
pillar2;Broken Stone Pillar
bowlingpin;Bowling Pin
pleaseget;Please Get Sign
podchest;Pod Chest
poop;Poop
portcullis;Durasteel Portcullis
randomfountain;Random Fountain
recreationalvehicle;Recreational Vehicle
redalert;Warning Light
rusticoven;Rustic Oven
sapling;Sapling
scarecrow;Scarecrow
screenplanet;Planet Monitor
seismograph;Seismograph
shootingtarget;Shooting Target
sleepingbag;Blue Sleeping Bag
sleepingbaggreen;Green Sleeping Bag
sleepingbagred;Red Sleeping Bag
slidingdoor;Sliding Door
smashcrystal;Smashable Crystal
sprinkler;Sprinkler
statuspod;Status Pod
stepladder;Stepladder
ironchest;Iron Chest
symbiotesample;Symbiote in a Jar
teacup1;Teacup
teapot1;Teapot
techchest;Hi-Tech Chest (1)
techchest2;Hi-Tech Chest (2)
tent1;Green Dome Tent
tent1blue;Blue Dome Tent
tent1red;Red Dome Tent
tent2;Green Basic Tent
tent2yellow;Yellow Basic Tent
torch;Torch
travellersbeacon;Traveller's Meter
trophybronze;Warrior's Trophy
trophygold;Champion's Trophy
trophysilver;Hunter's Trophy
tungstenchair;Metal Folding Chair
tvstation;TV Station
vent;Air Vent
volcanopod;Dispensing Pod
weaponchest;Weapon Chest
wflowerpot;White Flower (1)
flowerwhite;White Flower (2)
windchime;Bamboo Wind Chime
woodchair;Wooden Padded Chair
wooddoor;Paneled Door
woodenarmchair1;Wooden Armchair
woodenarmchair2;Soft Armchair
woodenbed;Wooden Bed (1)
woodenbed2;Wooden Bed (2)
woodenbookcase;Wooden Bookcase
woodencabinet1;Double Wooden Cabinet
woodencabinet2;Tall Wooden Cabinet
woodencabinet3;Wide Wooden Cabinet
woodenceilingbookcase1;Wall Bookshelf
woodenceilingcabinet1;Double Wall Cabinet
woodenceilingcabinet2;Single Wall Cabinet
woodenchair;Wooden Chair
woodenchest;Wooden Chest
woodencouch1;Wooden Couch
woodencouch2;Soft Couch
woodencrate2;Large Wooden Crate (1)
largewoodencrate;Large Wooden Crate (2)
woodendesk;Wooden Desk
woodendoor;Wooden Door
woodenelevatorlong;Long Wooden Elevator
woodenelevatorshort;Short Wooden Elevator
woodenendtable;Wooden End Table
woodengate;Wooden Gate
woodenlamp1;Wooden Table Lamp
woodenlamp2;Wooden Standing Lamp
woodenlamp3;Wooden Ceiling Lamp
woodensink;Wooden Sink
woodenstand1;Thin Wooden Stand
woodenstand2;Wide Wooden Stand
woodentalllantern;Tall Wooden Torch
woodstool;Wooden Stool
woodsupport;Wooden Support
woodtable;Wooden Table
woodtoilet;Wooden Toilet
woodenverticaldoor;Wooden Hatch
wormstatue;Stone Worm Statue
anvil;Basic Anvil
ballandchain;Ball and Chain
bannermedievallarge;Large Glitch Banner
bannermedievalsmall;Small Glitch Banner
barrel;Small Barrel
barrellarge;Large Barrel
battlestandard;Battle Standard
burlapsack;Burlap Sack
castledoor;Medieval Door
castledungeondoor;Medieval Cell Door
castlehiddendoor;Hidden Brick Door
castlehiddentrapdoor;Hidden Brick Trapdoor
castleswitch;Gem Switch
chessbishop;White Stone Bishop
chessbishopblack;Black Stone Bishop
chessking;White Stone King
chesskingblack;Black Stone King
chessknight;White Stone Knight
chessknightblack;Black Stone Knight
chesspawn;White Stone Pawn
chesspawnblack;Black Stone Pawn
chessqueen;White Stone Queen
chessqueenblack;Black Stone Queen
chessrook;White Stone Rook
chessrookblack;Black Stone Rook
crossroadssign;Crossroads Sign
darkbannermedievallarge;Large Dark Glitch Banner
darkbannermedievalsmall;Small Dark Glitch Banner
darkbattlestandard;Dark Battle Standard
farmtools;Farm Tools
fireplacetools;Fireplace Tools
garagetools;Workshop Tools
glitchstoragelocker;Glitch Storage Locker
guillotine;Guillotine
haypile;Hay Pile
hayroll;Hay Roll
haystack;Hay Stack
hourglass;Hourglass
juicekeg;Juice Keg
kitchentools;Kitchen Tools
largebell;Large Bell
largecastledoor;Large Medieval Door
medievalarmor;Display Armour
medievalarmorarmed;Armed Display Armour
medievalarmorswitch;Suspicious Display Armour
medievalaxedisplay;Axe Display
medievalbed;Medieval Bed
medievalbookcase;Medieval Bookcase
medievalbookcaseswitch;Medieval Bookcase Switch
medievalbowl;Medieval Bowl
medievalbucket;Medieval Bucket
medievalcabinet;Medieval Cabinet
medievalcandle;Candle (1)
waxcandle;Candle (2)
medievalcellbed;Medieval Hay Bed
medievalchair;Medieval Chair
medievalchandelier;Medieval Chandelier
medievalchest;Medieval Chest
medievalclock;Medieval Wall Clock
medievalcodex;Medieval Codex
medievalcounter;Medieval Counter
medievalcup;Medieval Cup
medievaldesk;Medieval Desk
medievaldiningtable;Royal Dining Table
medievaldresser;Medieval Dresser
medievalfireplace;Medieval Fireplace
medievalflagpole;Medieval Flagpole
medievalfurnace;Medieval Furnace
medievalglobe;Medieval Globe
medievallamp;Medieval Lamp
medievallargecookingpot;Medieval Cooking Pot
medievalmap;Medieval Map
medievalpedestal;Medieval Pedestal
medievalplate;Medieval Plate
medievalpressureplate;Pressure Plate (1)
proximitysensor;Pressure Plate (2)
medievalregister;Cash Register
medievalscaffolding;Wooden Scaffolding
medievalshelf;Medieval Shelf
medievalspikes;Wooden Spikes
medievalstock;Medieval Stocks
medievalstreetlamp;Medieval Street Lamp
medievalswitchhidden;Grey Hidden Switch
medievalswitchlever;Switch Lever
medievalswitchshackle;Wall Shackles (1)
wallshackles;Wall Shackles (2)
medievalsworddisplay;Sword Display
medievaltable;Medieval Table
medievaltoilet;Medieval Toilet
medievaltorch;Medieval Torch
medievalwallshelf;Medieval Wall Shelf
medievalweaponrack;Medieval Weapon Rack
outhouse;Outhouse
poisonsign;Wooden Warning Sign
royalbed;Ornate Royal Bed
royalbookcase;Royal Bookcase
royalcabinet;Royal Cabinet
royalcandles;Royal Candles
